Read_Name,Read_Sequence,Sample_ID,Pool_ID,Site,City,Date,Mapping_Type,Non-Circulating_Best_Strain,Non-Circulating_Percent_Identity,Circulating_Best_Strain,Circulating_Percent_Identity,C/N_Ratio
SYN_90_3077_3226_388_+_11077_1_._HXB2$Hum_0090 ,,,,,,,both,HXB2,100,OM205931,98,0.98
SYN_361_2443_2592_382_-_10443_1_.__0359 ,,,,,,,both,Bru,96,ON816670,99.33333333,1.034722222
SYN_411_478_627_331_+_8478_1_0409 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_125_6082_6231_379_-_14082_1_.__0621 ,,,,,,,both,YU-2,61.66666667,MK114636,100,1.621621622
SYN_293_5688_5837_331_+_13688_1_.__0789 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_288_5766_5915_334_+_13766_1_.__0784 ,,,,,,,both,YU-2,91.33333333,ON816670,100,1.094890511
SYN_169_6851_7000_374_-_14851_1_.__0665 ,,,,,,,both,Bru,88,MK114636,100,1.136363636
SYN_156_1864_2013_311_-_9864_1_._HXB2$Hum_0653 ,,,,,,,both,HXB2,100,MK115381,96,0.96
SYN_374_3436_3585_425_-_11436_1_._HXB2$Huma_0871 ,,,,,,,both,Bru,100,MK169545,98.66666667,0.986666667
SYN_416_8494_8643_386_-_16494_1_.__0414 ,,,,,,,both,Bru,89.11564626,OM203601,100,1.122137405
SYN_81_1955_2104_400_-_9955_1__0081 ,,,,,,,both,Bru,95.33333333,MK114636,99.33333333,1.041958042
SYN_387_3522_3671_427_-_11522_1_.__0885 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_52_5859_6008_415_-_13859_1_._Vector_pLVX.TRE_0053 ,,,,,,,both,HXB2,100,MN467271,98,0.98
SYN_290_643_792_378_-_8643_1_._Vector_pLVX.T_0789 ,,,,,,,both,Bru,99.33333333,MG171202,98,0.986577181
SYN_456_1477_1626_379_+_9477_1_._0952 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_243_4330_4479_383_+_12330_1_.__0739 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_295_4446_4595_343_+_12446_1_.__0294 ,,,,,,,both,Bru,93.33333333,ON816670,100,1.071428571
SYN_318_3647_3796_362_-_11647_1_.__0317 ,,,,,,,both,Bru,94.66666667,ON816670,99.33333333,1.049295775
SYN_131_5486_5635_333_+_13486_1_.__0629 ,,,,,,,both,NY5,93.84615385,OM203601,100,1.06557377
SYN_43_5626_5775_360_+_13626_1_._0541 ,,,,,,,both,NY5,93.87755102,OM203601,99.33333333,1.058115942
SYN_33_231_380_402_+_8231__0033 ,,,,,,,both,Bru,87.94326241,MK114636,100,1.137096774
SYN_291_5922_6071_343_+_13922_1_._HXB2$Huma_0788 ,,,,,,,both,HXB2,100,OQ092463,96.66666667,0.966666667
SYN_199_1393_1542_395_-_9393_1_._0697 ,,,,,,,both,NL4-3,96.66666667,OM203601,100,1.034482759
SYN_339_7648_7797_351_+_15648_1_.__0835 ,,,,,,,both,NY5,92.66666667,MK114636,100,1.079136691
SYN_303_3894_4043_279_-_11894_1_._HXB2$Huma_0301 ,,,,,,,both,HXB2,100,KX505739,99.33333333,0.993333333
SYN_458_7812_7961_426_+_15812_1_.__0954 ,,,,,,,both,Bru,91.33333333,MK114636,100,1.094890511
SYN_92_2959_3108_405_-_10959_1_._0092 ,,,,,,,both,Bru,91.33333333,OM203601,98.66666667,1.080291971
SYN_192_5476_5625_394_-_13476_1_.__0191 ,,,,,,,both,Bru,90.66666667,OM203601,100,1.102941176
SYN_11_705_854_384_-_8705__0012 ,,,,,,,both,NL4-3,97.33333333,ON816670,100,1.02739726
SYN_381_908_1057_335_-_8908_1_._Vector_pLVX.T_0880 ,,,,,,,both,Bru,100,MZ662740,98,0.98
SYN_307_660_809_403_-_8660_1_0803 ,,,,,,,both,NL4-3,98,ON816670,100,1.020408163
SYN_6_6647_6796_377_-_14647_1__0504 ,,,,,,,both,Bru,81.33333333,OM203601,100,1.229508197
SYN_390_3218_3367_375_-_11218_1_.__0886 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_216_2537_2686_396_-_10537_1_._HXB2$Huma_0215 ,,,,,,,both,Bru,100,OR496826,99.33333333,0.993333333
SYN_181_7730_7879_404_+_15730_1_._HXB2$Huma_0180 ,,,,,,,both,HXB2,100,PQ511571,95.33333333,0.953333333
SYN_444_2834_2983_306_-_10834_1_.__0942 ,,,,,,,both,HXB2,98,OM203601,100,1.020408163
SYN_104_1826_1975_399_+_9826_1_.__0600 ,,,,,,,both,Bru,98,ON816670,100,1.020408163
SYN_498_5064_5213_391_-_13064_1_._Vector_pLVX.TRE3_0997 ,,,,,,,both,Bru,97.98657718,KU678025,97.31543624,0.993150685
SYN_65_2743_2892_360_+_10743_1_._0561 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_105_2981_3130_344_+_10981_1_.__0603 ,,,,,,,both,Bru,95.33333333,OM203601,100,1.048951049
SYN_356_736_885_424_+_8736_1_._0854 ,,,,,,,both,Bru,96,OM203601,100,1.041666667
SYN_133_3303_3452_402_+_11303_1_.__0133 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_479_7028_7177_373_+_15028_1_.__0475 ,,,,,,,both,NY5,96,MK114636,100,1.041666667
SYN_327_1845_1994_347_+_9845_1_._Vector_pLVX.TRE3_0326 ,,,,,,,both,NL4-3,92.66666667,MW881708,92.66666667,1
SYN_257_3596_3745_408_+_11596_1_._HXB2$Huma_0255 ,,,,,,,both,HXB2,100,MW753604,98.66666667,0.986666667
SYN_438_8179_8328_394_+_16179_1_.__0434 ,,,,,,,both,NL4-3,94.66666667,ON816670,100,1.056338028
SYN_55_3773_3922_336_-_11773_1_._0055 ,,,,,,,both,Bru,94,ON816670,100,1.063829787
SYN_443_7721_7870_307_+_15721_1_.__0439 ,,,,,,,both,Bru,91.33333333,MK114636,100,1.094890511
SYN_365_3385_3534_374_-_11385_1_.__0863 ,,,,,,,both,NY5,98,OM203601,100,1.020408163
SYN_488_8345_8494_332_-_16345_1_.__0486 ,,,,,,,both,Bru,89.28571429,OM203601,100,1.12
SYN_239_4421_4570_417_-_12421_1_.__0737 ,,,,,,,both,Bru,86.66666667,OM203601,100,1.153846154
SYN_26_4851_5000_378_-_12851_1_._0027 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_235_27_176_310_+_8027_1_0731 ,,,,,,,both,NL4-3,97.5308642,MK114636,100,1.025316456
SYN_99_3733_3882_387_+_11733_1_._0597 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_337_5680_5829_428_+_13680_1_.__0335 ,,,,,,,both,YU-2,75.18248175,ON816670,100,1.330097087
SYN_473_6350_6499_332_+_14350_1_._HXB2$Huma_0470 ,,,,,,,both,HXB2,100,OR496826,89.11564626,0.891156463
SYN_437_1744_1893_439_-_9744_1_._Vector_pLVX.TRE_0936 ,,,,,,,both,HXB2,99.33333333,MG171202,96.66666667,0.973154362
SYN_495_6674_6823_375_-_14674_1_.__0991 ,,,,,,,both,Bru,78.26086957,ON816670,100,1.277777778
SYN_168_5013_5162_344_+_13013_1_.__0167 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_323_3191_3340_392_-_11191_1_.__0322 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_495_1293_1442_375_-_9293_1_._HXB2$Hum_0492 ,,,,,,,both,HXB2,100,MK383431,96.66666667,0.966666667
SYN_11_1801_1950_384_-_9801_1__0507 ,,,,,,,both,Bru,98,MK114636,100,1.020408163
SYN_304_1465_1614_370_+_9465_1_._0802 ,,,,,,,both,Bru,93.33333333,OM203601,100,1.071428571
SYN_453_1329_1478_278_-_9329_1_._0449 ,,,,,,,both,NY5,97.6744186,ON816670,100,1.023809524
SYN_476_6204_6353_406_+_14204_1_.__0472 ,,,,,,,both,YU-2,93.7007874,ON816670,100,1.067226891
SYN_261_7802_7951_396_+_15802_1_.__0260 ,,,,,,,both,Bru,76.2962963,ON816670,99.33333333,1.301941748
SYN_276_7741_7890_387_-_15741_1_.__0774 ,,,,,,,both,NY5,88,OM203601,100,1.136363636
SYN_299_5534_5683_408_+_13534_1_.__0797 ,,,,,,,both,Bru,100,OM203601,100,1
SYN_488_812_961_332_+_8812_1_._Vector_pLVX.TR_0987 ,,,,,,,both,Bru,98.64864865,OQ092466,95.27027027,0.965753425
SYN_400_1431_1580_377_-_9431_1_._0896 ,,,,,,,both,NL4-3,93.33333333,ON816670,100,1.071428571
SYN_252_5601_5750_396_+_13601_1_.__0748 ,,,,,,,both,HXB2,90.97744361,MK114636,100,1.099173554
SYN_189_6206_6355_393_+_14206_1_.__0189 ,,,,,,,both,YU-2,94.20289855,ON816670,100,1.061538462
SYN_129_7086_7235_281_-_15086_1_.__0627 ,,,,,,,both,YU-2,95.33333333,OM203601,100,1.048951049
SYN_445_5074_5223_375_-_13074_1_.__0941 ,,,,,,,both,Bru,96.42857143,ON816670,100,1.037037037
SYN_329_6677_6826_439_+_14677_1_.__0327 ,,,,,,,both,YU-2,96,OM203601,100,1.041666667
SYN_86_3570_3719_358_-_11570_1_._HXB2$Hum_0583 ,,,,,,,both,HXB2,100,OR496826,100,1
SYN_247_7443_7592_399_+_15443_1_.__0246 ,,,,,,,both,NY5,88,OM203601,100,1.136363636
SYN_472_1669_1818_304_+_9669_1_._0968 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_216_5866_6015_396_+_13866_1_.__0215 ,,,,,,,both,Bru,86,OM203601,100,1.162790698
SYN_232_8413_8562_387_+_16413_1_._HXB2$Huma_0231 ,,,,,,,both,Bru,100,OR496826,96,0.96
SYN_231_4984_5133_333_+_12984_1_._HXB2$Huma_0230 ,,,,,,,both,HXB2,99.33333333,OM207243,98,0.986577181
SYN_329_8895_9044_439_+_16895_1_.__0825 ,,,,,,,both,NY5,87.83783784,MK114636,100,1.138461538
SYN_161_802_951_295_-_8802_1_0160 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_101_5252_5401_370_-_13252_1_._HXB2$Huma_0100 ,,,,,,,both,Bru,100,MH897920,97.33333333,0.973333333
SYN_31_6116_6265_425_+_14116_1_._0031 ,,,,,,,both,YU-2,92.66666667,ON816670,99.33333333,1.071942446
SYN_141_3527_3676_422_+_11527_1_._HXB2$Huma_0140 ,,,,,,,both,HXB2,100,MW753604,98.66666667,0.986666667
SYN_78_136_285_374_+_8136_1_._HXB2$_0575 ,,,,,,,both,HXB2,100,MW753604,92,0.92
SYN_15_3897_4046_363_-_11897_1_._0513 ,,,,,,,both,YU-2,93.33333333,OM203601,100,1.071428571
SYN_171_4884_5033_402_-_12884_1_._HXB2$Huma_0668 ,,,,,,,both,HXB2,100,MW262776,99.33333333,0.993333333
SYN_37_302_451_396_+_8302_1_._Vector_pLVX._0038 ,,,,,,,both,Bru,100,OR496826,98.66666667,0.986666667
SYN_299_5534_5683_408_+_13534_1_.__0297 ,,,,,,,both,NY5,90.66666667,OM203601,100,1.102941176
SYN_303_5632_5781_279_-_13632_1_._Vector_pLVX.TRE3_0802 ,,,,,,,both,HXB2,100,MT744335,99.33333333,0.993333333
SYN_320_5296_5445_390_-_13296_1_.__0816 ,,,,,,,both,HXB2,92,ON816670,100,1.086956522
SYN_61_6574_6723_405_-_14574_1_._0557 ,,,,,,,both,Bru,96.52173913,ON816670,100,1.036036036
SYN_112_5928_6077_427_+_13928_1_.__0608 ,,,,,,,both,YU-2,72,MK114636,99.33333333,1.37962963
SYN_432_6564_6713_423_-_14564_1_.__0428 ,,,,,,,both,YU-2,89.33333333,ON816670,99.33333333,1.111940299
SYN_349_7022_7171_391_+_15022_1_._HXB2$Huma_0346 ,,,,,,,both,Bru,100,MW262767,91.33333333,0.913333333
SYN_352_2945_3094_273_+_10945_1_._HXB2$Huma_0349 ,,,,,,,both,Bru,100,OR496826,98.66666667,0.986666667
SYN_0_6485_6634_377_-_14485_1_._HXB2$Hu_0001 ,,,,,,,both,HXB2,99.33333333,MW754632,94,0.946308725
SYN_145_7799_7948_411_+_15799_1_.__0641 ,,,,,,,both,Bru,89.33333333,MK114636,100,1.119402985
SYN_88_1315_1464_363_+_9315_1_._Vector_pLVX.TR_0587 ,,,,,,,both,HXB2,99.33333333,MW753667,99.33333333,1
SYN_405_2818_2967_367_+_10818_1_.__0401 ,,,,,,,both,NL4-3,92.66666667,MK114636,100,1.079136691
SYN_46_4223_4372_324_+_12223_1_._0046 ,,,,,,,both,Bru,88.66666667,OM203601,100,1.127819549
SYN_93_7354_7503_448_+_15354_1_._0591 ,,,,,,,both,NL4-3,87.33333333,OM203601,100,1.145038168
SYN_233_7629_7778_351_+_15629_1_.__0729 ,,,,,,,both,Bru,94,ON816670,100,1.063829787
SYN_431_7738_7887_338_+_15738_1_._HXB2$Huma_0428 ,,,,,,,both,Bru,100,PQ511571,99.33333333,0.993333333
SYN_418_8319_8468_396_+_16319_1_.__0415 ,,,,,,,both,YU-2,92.66666667,ON816670,100,1.079136691
SYN_166_4031_4180_414_-_12031_1_.__0166 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_472_6532_6681_304_-_14532_1_.__0968 ,,,,,,,both,Bru,89.74358974,MK114636,100,1.114285714
SYN_410_7092_7241_421_+_15092_1_.__0906 ,,,,,,,both,HXB2,91.83673469,MK114636,100,1.088888889
SYN_278_6371_6520_379_+_14371_1_._HXB2$Huma_0775 ,,,,,,,both,Bru,100,MW753604,98.66666667,0.986666667
SYN_433_3367_3516_381_+_11367_1_.__0431 ,,,,,,,both,Bru,94,OM203601,100,1.063829787
SYN_145_5779_5928_411_-_13779_1_.__0641 ,,,,,,,both,YU-2,86.11111111,ON816670,100,1.161290323
SYN_259_1963_2112_381_-_9963_1_._Vector_pLVX.TRE_0258 ,,,,,,,both,HXB2,100,MG171202,97.33333333,0.973333333
SYN_31_1522_1671_425_-_9522_1__0527 ,,,,,,,both,Bru,93.33333333,MK114636,100,1.071428571
SYN_352_2945_3094_273_+_10945_1_._HXB2$Huma_0849 ,,,,,,,both,Bru,100,MW881680,100,1
SYN_2_824_973_408_-_8824_0498 ,,,,,,,both,NL4-3,98,MK114636,100,1.020408163
SYN_388_6050_6199_357_-_14050_1_.__0386 ,,,,,,,both,YU-2,74.82993197,OM203601,100,1.336363636
SYN_308_6319_6468_386_+_14319_1_.__0806 ,,,,,,,both,YU-2,92.66666667,OM203601,100,1.079136691
SYN_380_395_544_429_-_8395_1_._HXB2$H_0377 ,,,,,,,both,HXB2,100,OQ092463,92,0.92
SYN_222_1338_1487_339_+_9338_1_._Vector_pLVX.TRE_0721 ,,,,,,,both,HXB2,99.33333333,MW754632,99.33333333,1
SYN_349_1143_1292_391_+_9143_1_._0845 ,,,,,,,both,YU-2,89.11564626,MK114636,100,1.122137405
SYN_336_7387_7536_288_+_15387_1_.__0834 ,,,,,,,both,NL4-3,89.33333333,OM203601,100,1.119402985
SYN_139_5997_6146_312_-_13997_1_._HXB2$Huma_0636 ,,,,,,,both,HXB2,100,OQ092463,94,0.94
SYN_163_6544_6693_364_-_14544_1_.__0163 ,,,,,,,both,YU-2,90.66666667,ON816670,100,1.102941176
SYN_110_267_416_350_-_8267_1_._Vector_pLVX._0609 ,,,,,,,both,Bru,99.33333333,OQ948538,97.33333333,0.979865772
SYN_262_3550_3699_331_-_11550_1_.__0760 ,,,,,,,both,YU-2,94,OM203601,100,1.063829787
SYN_350_6762_6911_366_+_14762_1_.__0348 ,,,,,,,both,YU-2,96,OM203601,99.33333333,1.034722222
SYN_198_4766_4915_401_-_12766_1_.__0694 ,,,,,,,both,Bru,93.33333333,MK114636,100,1.071428571
SYN_268_447_596_349_-_8447_1_._HXB2$H_0266 ,,,,,,,both,HXB2,100,KX505739,95.33333333,0.953333333
SYN_291_319_468_343_+_8319_1_0289 ,,,,,,,both,Bru,87.23404255,MK114636,100,1.146341463
SYN_160_941_1090_443_+_8941_1_._0158 ,,,,,,,both,YU-2,89.79591837,MK114636,100,1.113636364
SYN_468_3725_3874_393_+_11725_1_._HXB2$Huma_0465 ,,,,,,,both,HXB2,100,OQ752137,98.66666667,0.986666667
SYN_389_1493_1642_422_-_9493_1_._0885 ,,,,,,,both,Bru,93.33333333,ON816670,100,1.071428571
SYN_71_883_1032_294_-_8883_1_._Vector_pLVX._0570 ,,,,,,,both,Bru,100,MW062887,98,0.98
SYN_107_4860_5009_373_-_12860_1_._HXB2$Huma_0604 ,,,,,,,both,HXB2,100,MW753604,99.33333333,0.993333333
SYN_450_7560_7709_359_+_15560_1_.__0446 ,,,,,,,both,YU-2,90.66666667,ON816670,100,1.102941176
SYN_400_1568_1717_377_-_9568_1_._0896 ,,,,,,,both,Bru,95.33333333,MK114636,100,1.048951049
SYN_224_4193_4342_422_+_12193_1_._HXB2$Huma_0223 ,,,,,,,both,HXB2,100,ON816529,95.33333333,0.953333333
SYN_46_9123_9272_324_+_17123_1_._HXB2$Hum_0046 ,,,,,,,both,HXB2,100,OQ948538,94.66666667,0.946666667
SYN_256_3787_3936_400_-_11787_1_.__0255 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_347_5117_5266_377_+_13117_1_.__0344 ,,,,,,,both,YU-2,88,MK114636,100,1.136363636
SYN_223_4087_4236_384_-_12087_1_.__0719 ,,,,,,,both,Bru,98.66666667,ON816670,100,1.013513514
SYN_96_1030_1179_334_-_9030__0096 ,,,,,,,both,NY5,96.66666667,ON816670,100,1.034482759
SYN_35_5322_5471_392_-_13322_1_._Vector_pLVX.TRE_0036 ,,,,,,,both,Bru,98.65771812,OQ092463,97.31543624,0.986394558
SYN_79_4847_4996_411_-_12847_1_._HXB2$Hum_0576 ,,,,,,,both,HXB2,100,MW753604,99.33333333,0.993333333
SYN_201_7772_7921_368_-_15772_1_._HXB2$Huma_0200 ,,,,,,,both,HXB2,100,OR496826,95.33333333,0.953333333
SYN_55_7124_7273_336_-_15124_1_._0055 ,,,,,,,both,Bru,93.33333333,MK114636,100,1.071428571
SYN_399_8631_8780_323_+_16631_1_.__0395 ,,,,,,,both,HXB2,75.33333333,MK114636,100,1.327433628
SYN_149_1076_1225_453_+_9076_1_._HXB2$Hum_0646 ,,,,,,,both,HXB2,100,OR496826,97.33333333,0.973333333
SYN_343_1519_1668_325_+_9519_1_._0341 ,,,,,,,both,YU-2,98,OM203601,100,1.020408163
SYN_287_4670_4819_392_+_12670_1_.__0285 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_379_8169_8318_372_-_16169_1_.__0875 ,,,,,,,both,Bru,90.66666667,MK114636,100,1.102941176
SYN_108_2455_2604_371_-_10455_1_.__0108 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_101_7441_7590_370_+_15441_1_.__0597 ,,,,,,,both,NY5,88.66666667,MK114636,100,1.127819549
SYN_32_3462_3611_329_+_11462_1_._0032 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_40_4086_4235_321_-_12086_1_._0538 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_316_7247_7396_357_-_15247_1_.__0314 ,,,,,,,both,YU-2,96.66666667,OM203601,100,1.034482759
SYN_395_4625_4774_406_+_12625_1_.__0392 ,,,,,,,both,Bru,96,ON816670,99.33333333,1.034722222
SYN_239_4421_4570_417_-_12421_1_.__0238 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_383_4951_5100_366_-_12951_1_.__0381 ,,,,,,,both,YU-2,93.33333333,OM203601,100,1.071428571
SYN_52_7129_7278_415_+_15129_1_._0548 ,,,,,,,both,YU-2,94.66666667,ON816670,100,1.056338028
SYN_477_4228_4377_384_-_12228_1_.__0473 ,,,,,,,both,HXB2,98,ON816670,100,1.020408163
SYN_239_8660_8809_417_+_16660_1_.__0239 ,,,,,,,both,Bru,98.50746269,KX505536,100,1.015151515
SYN_65_6719_6868_360_+_14719_1_._0563 ,,,,,,,both,Bru,82,OM203601,100,1.219512195
SYN_252_2451_2600_396_-_10451_1_.__0252 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_167_8655_8804_398_+_16655_1_.__0165 ,,,,,,,both,NY5,89.93288591,MK114636,100,1.111940299
SYN_167_4921_5070_398_+_12921_1_.__0663 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_236_6406_6555_400_-_14406_1_._HXB2$Huma_0733 ,,,,,,,both,Bru,100,OM208257,98.66666667,0.986666667
SYN_231_5960_6109_333_-_13960_1_._Vector_pLVX.TRE3_0231 ,,,,,,,both,HXB2,63.63636364,OQ092467,63.63636364,1
SYN_97_5738_5887_302_+_13738_1_._0593 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_387_3522_3671_427_-_11522_1_.__0385 ,,,,,,,both,YU-2,93.33333333,OM203601,100,1.071428571
SYN_85_8967_9116_322_+_16967_1_._HXB2$Hum_0582 ,,,,,,,both,HXB2,100,OP700950,97.33333333,0.973333333
SYN_163_1706_1855_364_-_9706_1_._0162 ,,,,,,,both,Bru,88.66666667,OM203601,100,1.127819549
SYN_316_4370_4519_357_+_12370_1_.__0315 ,,,,,,,both,NL4-3,94,ON816670,100,1.063829787
SYN_409_8017_8166_344_-_16017_1_.__0907 ,,,,,,,both,Bru,81.08108108,OM203601,100,1.233333333
SYN_153_7111_7260_382_-_15111_1_.__0649 ,,,,,,,both,YU-2,93.33333333,ON816670,98.66666667,1.057142857
SYN_196_5909_6058_384_-_13909_1_.__0195 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_37_1065_1214_396_-_9065_1_._HXB2$_0534 ,,,,,,,both,HXB2,100,MK383431,96,0.96
SYN_386_6061_6210_321_+_14061_1_._HXB2$Huma_0883 ,,,,,,,both,HXB2,100,OQ092463,93.33333333,0.933333333
SYN_12_1470_1619_310_-_9470_1__0508 ,,,,,,,both,NL4-3,93.33333333,ON816670,100,1.071428571
SYN_458_2647_2796_426_+_10647_1_._HXB2$Huma_0455 ,,,,,,,both,Bru,100,OM208834,100,1
SYN_403_7202_7351_432_-_15202_1_.__0899 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_368_4484_4633_395_+_12484_1_._HXB2$Huma_0865 ,,,,,,,both,HXB2,100,OM208257,94.66666667,0.946666667
SYN_349_5271_5420_391_+_13271_1_._Vector_pLVX.TRE3_0348 ,,,,,,,both,Bru,99.33333333,OQ948538,97.33333333,0.979865772
SYN_212_84_233_444_+_8084_1_0708 ,,,,,,,both,HXB2,94.66666667,MK114636,100,1.056338028
SYN_151_2009_2158_363_+_10009_1_.__0150 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_191_3807_3956_365_+_11807_1_.__0689 ,,,,,,,both,Bru,92.66666667,OM203601,100,1.079136691
SYN_418_8410_8559_396_-_16410_1_.__0916 ,,,,,,,both,NL4-3,94.66666667,OM203601,100,1.056338028
SYN_466_5740_5889_393_-_13740_1_.__0462 ,,,,,,,both,NY5,96.61016949,ON816670,100,1.035087719
SYN_23_1875_2024_290_+_9875_1_._HXB2$Hum_0024 ,,,,,,,both,Bru,100,MZ922517,98.66666667,0.986666667
SYN_49_8703_8852_406_-_16703_1_._0049 ,,,,,,,both,Bru,96,OM203601,100,1.041666667
SYN_215_1231_1380_381_-_9231_1_._0711 ,,,,,,,both,YU-2,89.11564626,MK114636,100,1.122137405
SYN_381_908_1057_335_-_8908_1_._Vector_pLVX.T_0380 ,,,,,,,both,HXB2,98.64864865,OQ092466,96.62162162,0.979452055
SYN_17_8969_9118_431_-_16969_1_._HXB2$Hum_0018 ,,,,,,,both,HXB2,99.33333333,OP700950,95.33333333,0.959731544
SYN_298_5223_5372_402_-_13223_1_.__0296 ,,,,,,,both,YU-2,94,OM203601,100,1.063829787
SYN_354_7443_7592_328_+_15443_1_.__0850 ,,,,,,,both,NY5,89.33333333,MK114636,100,1.119402985
SYN_446_8235_8384_448_-_16235_1_.__0442 ,,,,,,,both,Bru,91.33333333,MK114636,100,1.094890511
SYN_412_2284_2433_434_-_10284_1_._HXB2$Huma_0909 ,,,,,,,both,Bru,100,MW754632,99.33333333,0.993333333
SYN_6_1116_1265_377_+_9116_1_0502 ,,,,,,,both,NY5,96.875,ON816670,100,1.032258065
SYN_448_7468_7617_362_+_15468_1_.__0444 ,,,,,,,both,NY5,90.66666667,MK114636,100,1.102941176
SYN_161_802_951_295_-_8802_1_0659 ,,,,,,,both,Bru,96,OM203601,100,1.041666667
SYN_193_608_757_369_-_8608_1_0691 ,,,,,,,both,NL4-3,98.66666667,OM203601,100,1.013513514
SYN_454_985_1134_370_-_8985_1_0450 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_322_289_438_336_-_8289_1_._HXB2$H_0320 ,,,,,,,both,HXB2,100,OQ092463,93.33333333,0.933333333
SYN_233_2893_3042_351_+_10893_1_._HXB2$Huma_0232 ,,,,,,,both,Bru,100,MH897920,98.66666667,0.986666667
SYN_11_4908_5057_384_-_12908_1_._0012 ,,,,,,,both,YU-2,96.66666667,OM203601,100,1.034482759
SYN_184_5614_5763_398_+_13614_1_.__0682 ,,,,,,,both,NY5,95.08196721,OM203601,100,1.051724138
SYN_144_2505_2654_353_+_10505_1_.__0143 ,,,,,,,both,Bru,90.66666667,OM203601,98.66666667,1.088235294
SYN_276_1226_1375_387_+_9226_1_._HXB2$Hum_0274 ,,,,,,,both,Bru,99.33333333,MK383431,98.66666667,0.993288591
SYN_70_2050_2199_419_+_10050_1_._0070 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_410_2391_2540_421_-_10391_1_.__0408 ,,,,,,,both,Bru,98,OM203601,100,1.020408163
SYN_176_1935_2084_378_-_9935_1_._0176 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_199_7984_8133_395_-_15984_1_.__0197 ,,,,,,,both,Bru,88.66666667,MK114636,100,1.127819549
SYN_125_8237_8386_379_-_16237_1_._HXB2$Huma_0622 ,,,,,,,both,HXB2,100,KX505739,96.66666667,0.966666667
SYN_131_5486_5635_333_+_13486_1_.__0130 ,,,,,,,both,NY5,100,OM203601,99.33333333,0.993333333
SYN_52_9463_9612_415_-_17463_1_._HXB2$Hum_0052 ,,,,,,,both,HXB2,100,OQ092463,94.66666667,0.946666667
SYN_433_6744_6893_381_-_14744_1_._HXB2$Huma_0430 ,,,,,,,both,HXB2,100,OR496826,93.33333333,0.933333333
SYN_178_5554_5703_345_-_13554_1_._Vector_pLVX.TRE3_0677 ,,,,,,,both,HXB2,99.33333333,KX505739,96.66666667,0.973154362
SYN_60_5600_5749_378_-_13600_1_._0060 ,,,,,,,both,YU-2,88,MK114636,100,1.136363636
SYN_326_7250_7399_373_-_15250_1_.__0822 ,,,,,,,both,NY5,96,MK114636,100,1.041666667
SYN_427_8643_8792_365_-_16643_1_._HXB2$Huma_0424 ,,,,,,,both,HXB2,100,MK115694,94.66666667,0.946666667
SYN_32_7792_7941_329_+_15792_1_._0032 ,,,,,,,both,Bru,85.13513514,OM203601,100,1.174603175
SYN_418_8319_8468_396_+_16319_1_.__0914 ,,,,,,,both,HXB2,94,ON816670,100,1.063829787
SYN_152_7624_7773_353_-_15624_1_._HXB2$Huma_0649 ,,,,,,,both,Bru,100,OR496826,100,1
SYN_448_5713_5862_362_-_13713_1_.__0444 ,,,,,,,both,NY5,96.36363636,ON816670,100,1.037735849
SYN_46_4223_4372_324_+_12223_1_._0544 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_246_8264_8413_323_-_16264_1_.__0244 ,,,,,,,both,Bru,88.66666667,MK114636,100,1.127819549
